Age,Gender,Your top 3 preferred music genres,Does your current activity demand your concentration,How are you feeling right now about your level of Happiness,How are you feeling right now about your level of Energy,How do you think listening to this song could affect your level of Happiness,How do you think listening to this song could affect your level of Energy,Song,Artist,Genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id_Spotify,Link_Spotify,Link_YouTube
42,Male,"Dance,Latin,Pop",some concentration,happy,calm,I get happier,I feel with more energy,El Perdon,Enrique Iglesias,Reggaeton,0.628,0.69,8,-5.828,1,0.0511,0.446,0,0.112,0.662,179.911,205907,4,7qCAVkHWZkF44OzOUKf8Cr,https://open.spotify.com/track/7qCAVkHWZkF44OzOUKf8Cr,https://youtu.be/hXI8RQYC36Q?t=20
33,Male,"Pop,Reggae,Rock",some concentration,neutral,calm,I get happier,I keep the same,Volare,Domenico Mondugno,Vocal,0.542,0.108,10,-12.87,1,0.0423,0.97,0.0000399,0.255,0.494,129.172,214853,4,71hIekopkrYCGgggsBOpVG,https://open.spotify.com/track/71hIekopkrYCGgggsBOpVG,https://youtu.be/7wWiC0e3b2I?t=10
48,Male,"Blues,Dance,Pop","yes, my full concentration",happy,neutral,I get happier,I get more relaxed,Yellow,Cold Play,Pop,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.00013,0.234,0.285,173.365,266773,4,3AJwUDP919kvQ9QcozQPxg,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,https://youtu.be/yKNxeF4KMsY?t=27
33,Male,"Latin,Pop,Reggaeton","yes, my full concentration",happy,with a lot of energy,I keep the same,I keep the same,Felices los 4,Maluma,Reggaeton,0.766,0.756,5,-5.861,1,0.132,0.213,0,0.349,0.716,94.027,230000,4,1RouRzlg8OKFeqc6LvdxmB,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB,https://youtu.be/t_jHrUE5IOk?t=42
25,Male,"Blues,Pop,Reggae","yes, my full concentration",happy,with some energy,I get happier,I feel with more energy,Take me Out,Franz Ferdinand,Rock,0.278,0.676,9,-8.821,1,0.0371,0.000423,0.000899,0.136,0.494,104.545,237027,4,6ooluO7DiEhI1zmK94nRCM,https://open.spotify.com/track/6ooluO7DiEhI1zmK94nRCM,https://youtu.be/GhCXAiNz9Jo?t=3
24,Male,"Dance,Reggae",some concentration,happy,neutral,I keep the same,I keep the same,What a Wonderful World,Louis Armstrong,Jazz,0.271,0.165,5,-20.652,1,0.0351,0.729,0.0000016,0.118,0.203,77.082,139227,4,29U7stRjqHU6rMiS8BfaI9,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,https://youtu.be/p-T6aaRV9HY?t=19
18,Female,"Dance,Pop,Reggaeton",some concentration,happy,with some energy,I keep the same,I get more relaxed,quelqu'un m'a dit,Carla Buni,Vocal,0.611,0.428,10,-10.723,1,0.0474,0.834,0.00517,0.113,0.389,133.281,168627,3,7lncIPoy398VKZNbH3W9og,https://open.spotify.com/track/7lncIPoy398VKZNbH3W9og,https://youtu.be/EC7Re8cczj0?t=5
36,Male,"Dance,Pop,Rock","yes, my full concentration",really unhappy,neutral,I keep the same,I keep the same,Thinking Out Loud,Ed Sheeran,Pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,34gCuhDGsG4bRPIf9bb02f,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,https://youtu.be/lp-EO5I60KA?t=9
42,Male,"Hard Rock,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,Wake Me Up,Avicii,Dance,0.518,0.784,2,-5.659,1,0.0524,0.00346,0.00187,0.171,0.588,124.102,247427,4,4h8VwCb1MTGoLKueQ1WgbD,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,https://youtu.be/IcrbM1l_BoI?t=6
48,Male,"Dance,Pop,Rock","yes, my full concentration",happy,with some energy,I get happier,I keep the same,Thinking Out Loud,Ed Sheeran,Pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,34gCuhDGsG4bRPIf9bb02f,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,https://youtu.be/lp-EO5I60KA?t=9
25,Male,"Dance,Latin,Reggaeton","yes, my full concentration",happy,with some energy,I keep the same,I keep the same,Thinking Out Loud,Ed Sheeran,Pop,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,34gCuhDGsG4bRPIf9bb02f,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f,https://youtu.be/lp-EO5I60KA?t=9
20,Male,"Dance,Rock",some concentration,neutral,calm,I get happier,I keep the same,Happy,Pharrell Williams,Pop,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,5b88tNINg4Q4nrRbrCXUmg,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg,https://youtu.be/ZbZSe6N_BXs?t=7
30,Male,"Hard Rock,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,Mr. Brightside,The Killers,Rock,0.355,0.918,1,-4.36,1,0.0746,0.00119,0,0.0971,0.24,148.114,222200,4,3n3Ppam7vgaVa1iaRUc9Lp,https://open.spotify.com/track/3n3Ppam7vgaVa1iaRUc9Lp,https://youtu.be/gGdGFtwCNBE?t=5
50,Male,"Latin,Pop,Rock",some concentration,happy,with some energy,I get happier,I get more relaxed,No habr nadie en el mundo,Buika,Latin,0.912,0.532,10,-8.871,0,0.036,0.751,0,0.0868,0.785,129.978,232827,4,0MTWY6gyLmeEHyYJGqM5hU,https://open.spotify.com/track/0MTWY6gyLmeEHyYJGqM5hU,https://youtu.be/B8SVDn34vVQ?t=13
37,Female,Pop,"yes, my full concentration",happy,neutral,I get happier,I feel with more energy,Wonderwall,Oasis,Rock,0.407,0.889,6,-4.362,0,0.0325,0.000691,0,0.189,0.699,174.585,258080,4,37QocLRDF8iFO7pMp1RFrF,https://open.spotify.com/track/37QocLRDF8iFO7pMp1RFrF,https://youtu.be/bx1Bh8ZvH84?t=30
52,Male,"Dance,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,We Found Love,Rihanna,Dance,0.756,0.759,1,-4.39,1,0.0411,0.0204,0.00098,0.172,0.582,127.946,215227,4,3t4HeVfURZ5DuqMWz0Cmqg,https://open.spotify.com/track/3t4HeVfURZ5DuqMWz0Cmqg,https://youtu.be/tg00YEETFzg?t=52
23,Male,"Instrumental-Classical,Jazz,Rock","yes, my full concentration",happy,very calm,I get less happy,I get more relaxed,Dance of the Knights,Prokofiev,Instrumental-Classical,0.172,0.159,0,-16.377,1,0.0529,0.818,0.121,0.393,0.151,184.221,342813,3,4gaWbVsdmvsNHktWWg9qcq,https://open.spotify.com/track/4gaWbVsdmvsNHktWWg9qcq,https://youtu.be/DUmq1cpcglQ?t=7
47,Male,"Dance,Pop,Vocal",some concentration,happy,neutral,I keep the same,I keep the same,Happy,Pharrell Williams,Pop,0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,5b88tNINg4Q4nrRbrCXUmg,https://open.spotify.com/track/5b88tNINg4Q4nrRbrCXUmg,https://youtu.be/ZbZSe6N_BXs?t=7
32,Male,"Jazz,Latin,Rock",some concentration,neutral,very calm,I keep the same,I feel with more energy,Titanium,David Guetta,Dance,0.602,0.796,0,-3.657,0,0.103,0.0682,0.12,0.15,0.265,126.06,245053,4,0TDLuuLlV54CkRRUOahJb4,https://open.spotify.com/track/0TDLuuLlV54CkRRUOahJb4,https://youtu.be/JRfuAukYTKg?t=12
43,Female,"Dance,Latin,Pop",some concentration,happy,with a lot of energy,I get less happy,I feel with more energy,La Bicicleta,Shakira & Carlos Vives,Reggaeton,0.736,0.964,0,-2.147,1,0.129,0.198,0.00000232,0.336,0.953,179.935,227707,4,0sXvAOmXgjR2QUqLK1MltU,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,https://youtu.be/-UV0QGLmYys?t=13
35,Male,"Pop,Reggae,Rock",some concentration,neutral,with some energy,I get happier,I keep the same,I'm Yours,Jason Mraz,Pop,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187,4,1EzrEOXmMH3G43AXT1y7pA,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,https://youtu.be/EkHTsc9PU2A?t=9
43,Female,"Instrumental-Classical,Pop,Rock",some concentration,happy,with some energy,I get happier,I feel with more energy,Il Mondo,Jimmy Fontana,Vocal,0.188,0.524,2,-10.043,1,0.0367,0.314,0,0.41,0.402,175.971,162773,4,4g8VQKQwS2JfK2dnEhbQmL,https://open.spotify.com/track/4g8VQKQwS2JfK2dnEhbQmL,https://youtu.be/E92bmikkFpU?t=5
